name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand
Opel_Zafira_1.7_CDT_AHK_Regen_Lichtsensor__unfallfrei,privat,Angebot,9650,control,bus,2011,manuell,110,zafira,100000,3,diesel,opel
W124_320_E_TÜV_03/2017_5_Gang_Automatik_KLIMA,privat,Angebot,2700,test,limousine,1992,automatik,220,e_klasse,150000,12,benzin,mercedes_benz
Peugeot_806_HDi_je_parle_francais_la_110,privat,Angebot,2200,control,bus,2000,manuell,0,andere,150000,3,diesel,peugeot
Schlachte_Golf_4._89.000_KM._Blau_1.4_16V,privat,Angebot,1,control,,2000,,75,golf,90000,3,benzin,volkswagen
Volkswagen_Fox_zu_verkaufen._Top_Zustand,privat,Angebot,4500,control,,2016,,0,fox,60000,10,,volkswagen
Mercedes_Benz_A_140__2.Hand_Scheckheft_gepfl.,privat,Angebot,3850,test,limousine,2004,automatik,82,a_klasse,125000,6,benzin,mercedes_benz
Volkswagen_Touareg_3.0_V6_TDI_DPF_Aut._Individual,privat,Angebot,15500,control,suv,2008,automatik,239,touareg,150000,4,diesel,volkswagen
Corvette_C1_1959_top_Zustand,privat,Angebot,90500,control,cabrio,1959,automatik,295,andere,90000,7,benzin,chevrolet
Alfa_Giulietta_2.0_JTDm_mit_QV_Ausstattung,privat,Angebot,13950,control,andere,2011,manuell,140,,60000,11,diesel,alfa_romeo
BMW_530D_E39,privat,Angebot,3400,control,limousine,2002,automatik,193,5er,150000,12,diesel,bmw
Seat_Ibiza_SC_1.4_TSI_DSG_Cupra,privat,Angebot,11500,control,kleinwagen,2010,automatik,179,ibiza,50000,11,benzin,seat
BMW_323i._e_21_Gesucht__In_jeden_Zustand_,privat,Angebot,0,test,,1985,,0,3er,150000,0,,bmw
Dacia_Logan_MCV_1.5_dCi,privat,Angebot,2800,test,kombi,2007,manuell,68,logan,150000,6,diesel,dacia
Vw_polo_tuf_04_2016,privat,Angebot,120,test,kleinwagen,1995,manuell,0,polo,150000,0,benzin,volkswagen
Mercedes_Benz_E220_|_220_E_|_TÜV_03/2017_|_w124_|_E_Klasse,privat,Angebot,1490,control,limousine,1992,automatik,136,e_klasse,150000,2,benzin,mercedes_benz
Vw_Caddy_1_9_sdi,privat,Angebot,650,test,kombi,2000,manuell,75,caddy,150000,6,diesel,volkswagen
Suzuki_Vitara_1_6_L_Benziner,privat,Angebot,1199,control,suv,1992,manuell,80,andere,150000,5,benzin,suzuki
Mazda_626_als_Ersatzteilespender_oder_Wiederaufbau,privat,Angebot,350,test,kombi,1998,manuell,0,6_reihe,150000,0,benzin,mazda
Alfa_Romeo_Spiber,privat,Angebot,3200,control,cabrio,2001,manuell,150,spider,150000,6,,alfa_romeo
KIA_OPIRUS_3_5_V6_EX,privat,Angebot,4000,control,limousine,2004,manuell,203,andere,150000,9,lpg,kia
Renault__Megane__Grandtour_Exception_2_0_dci_Scheckheft_blau,privat,Angebot,6450,control,kombi,2006,manuell,150,megane,125000,9,diesel,renault
Opel_Corsa_1.2_16V_Comfort_Tuev/AU_neu,privat,Angebot,1690,test,kleinwagen,2001,manuell,75,corsa,150000,10,benzin,opel
Volkswagen_Passat_2.5_TDI_V6_4Motion_Highline,privat,Angebot,1750,test,limousine,2002,automatik,150,passat,150000,12,diesel,volkswagen
Mercedes_Benz_A_140_Classic_Klima_Scheckheft_DB_TÜV_neu,privat,Angebot,2990,test,limousine,2001,automatik,82,a_klasse,70000,3,benzin,mercedes_benz
Astra_cabrio,privat,Angebot,1299,control,,2016,manuell,75,astra,150000,5,,opel
Audi_A4_Avant_1_8_Lichtpaket__Benzin__MMI__Xenon__Leder,privat,Angebot,11000,test,kombi,2010,automatik,0,a4,150000,1,benzin,audi
Vw_lupo_1.0_klima_servo_1_Jahr_TÜV,privat,Angebot,1000,test,kleinwagen,2000,manuell,50,lupo,150000,2,benzin,volkswagen
Microcar_MC1,privat,Angebot,3950,test,kleinwagen,2004,automatik,5,,70000,5,diesel,sonstige_autos
Opel_Omega_mit_Hagelschaden,privat,Angebot,650,test,kombi,2000,manuell,144,omega,150000,4,benzin,opel
CITREON_JUMPER_2_2_2010_LKW__KASTEN_HOCH_UND_LANG_TOP,privat,Angebot,5500,test,andere,2010,manuell,120,andere,150000,7,diesel,citroen
Citroeen_Xara_1_4_inklusive_Neu_TÜV/AU,privat,Angebot,1299,test,coupe,1998,manuell,75,andere,150000,9,benzin,citroen
Passat_fuer_ausschalten,privat,Angebot,1300,control,,2017,manuell,150,,150000,10,,volkswagen
VW_Touran_1.9_TDI_United,privat,Angebot,5800,control,bus,2007,manuell,105,,150000,11,diesel,volkswagen
Mercedes_Benz_C_180_T_Kompressor_Automatik_Elegance,privat,Angebot,7600,test,kombi,2004,automatik,143,c_klasse,150000,12,benzin,mercedes_benz
Volkswagen_Golf_Variant_1.4_TSI_DSG_Highline_Xenon_Panorama,privat,Angebot,13499,control,kombi,2010,automatik,160,golf,60000,4,benzin,volkswagen
Daihatsu_Cuore_1.0_Top,privat,Angebot,1490,test,kleinwagen,2007,manuell,58,cuore,150000,3,benzin,daihatsu
Volkswagen_Golf_1.4_Tour,privat,Angebot,5500,test,limousine,2007,manuell,80,golf,125000,7,benzin,volkswagen
BMW_318i,privat,Angebot,2350,control,limousine,2003,manuell,143,3er,150000,4,benzin,bmw
Ford_C_Max,privat,Angebot,3000,control,,2016,manuell,0,c_max,150000,3,diesel,ford
VW_golf_1_4_4_tuer,privat,Angebot,1950,control,,2017,manuell,0,,150000,7,benzin,volkswagen
Ford_S_Max_2.0_TDCi_DPF_Aut._Trend,privat,Angebot,6350,control,bus,2009,automatik,140,s_max,150000,10,diesel,ford
Mazda_Premacy_1.9_TÜV_NEU,privat,Angebot,750,control,bus,1999,manuell,101,andere,150000,12,benzin,mazda
Opel_Vectra_1_6,privat,Angebot,1500,control,limousine,1998,automatik,101,vectra,150000,8,benzin,opel
Audi_A4_1.8_T_quattro,privat,Angebot,8500,test,limousine,2003,manuell,300,a4,150000,3,benzin,audi
Audi_A6Mit_AHK,privat,Angebot,4300,control,kombi,2003,automatik,179,a6,150000,5,,audi
Fiat_Marea_100_16V_Weekend_SX,privat,Angebot,850,control,kombi,2001,manuell,103,andere,125000,3,benzin,fiat
Mercedes_Benz_A_160_Blue_Efficiency,privat,Angebot,6700,test,limousine,2009,manuell,95,a_klasse,70000,10,benzin,mercedes_benz
Audi_A3,privat,Angebot,29980,control,limousine,2013,manuell,150,a3,50000,9,diesel,audi
Opel_Corsa_1.2_16V___2_HAND__KLIMA__8_FACH_TÜV_NEU!!!,privat,Angebot,2238,control,kleinwagen,2003,manuell,75,corsa,125000,5,benzin,opel
Bmw_e36_316i_compact_viel_neu....,privat,Angebot,250,test,kleinwagen,1994,manuell,102,3er,150000,0,benzin,bmw
BMW_coupe,privat,Angebot,3350,test,coupe,1997,manuell,170,3er,150000,11,benzin,bmw
Renault_Modus_1.5_dCi_Bj_2005__220000_km_TÜV_NEU,privat,Angebot,2000,control,bus,2005,manuell,86,modus,150000,6,diesel,renault
Top_gepflegter_Audi_A6_Avant_S_Line_2.0_TDI_/_AHK_Standheizung,privat,Angebot,14500,test,kombi,2007,manuell,140,a6,100000,3,diesel,audi
Audi_A2_1.4__TÜV+_Zahnriemen_NEU,privat,Angebot,4199,control,kleinwagen,2002,manuell,75,a2,150000,1,benzin,audi
SEAT_Ibiza__TÜV_neu_nichtraucher__scheckheft_gepflegt__23500_km,privat,Angebot,6999,control,kleinwagen,2009,manuell,85,ibiza,30000,4,benzin,seat
VW_Polo_1.2_Trendline_Klima/_Scheckheftgepflegt/_TÜV_NEU,privat,Angebot,4490,test,kleinwagen,2008,manuell,60,polo,100000,11,benzin,volkswagen
BMW_X6_xDrive30d_M_Sportpaket_Garantie_bis_2018,privat,Angebot,43900,test,limousine,2013,automatik,245,x_reihe,40000,4,diesel,bmw
Audi_A5_Cabrio_1.8_TFSI,privat,Angebot,21950,test,cabrio,2010,manuell,160,a5,90000,5,benzin,audi
Mazda_323_Sporty,privat,Angebot,1200,control,kleinwagen,2002,manuell,90,3_reihe,150000,4,benzin,mazda
Mercedes_Benz_E_220_T_CDI_Automatik_Classic,privat,Angebot,8100,control,kombi,2004,automatik,150,e_klasse,150000,3,diesel,mercedes_benz
BMW_530i_Touring,privat,Angebot,12650,control,kombi,2006,manuell,258,5er,150000,6,benzin,bmw
Solides_Auto,privat,Angebot,2400,test,kombi,1997,manuell,125,passat,150000,7,benzin,volkswagen
Seat_Ibiza_weiss_sparsam_8_fach_bereift,privat,Angebot,5250,control,,2017,manuell,84,ibiza,70000,4,,seat
Audi_A3_1.8_TFSI_Ambition_S_Line_Xenon,privat,Angebot,14500,control,limousine,2009,manuell,160,a3,70000,3,benzin,audi
Peugeot_206_cc,privat,Angebot,1950,control,,2016,manuell,0,2_reihe,150000,10,benzin,peugeot
Tausche_BMW_top_Zustand,privat,Angebot,0,test,,2016,automatik,197,3er,150000,12,diesel,bmw
Mercedes_Benz_E350_CGI_Coupé_AMG_|_LEDER_|_SCHIEBEDACH_|_TÜV,privat,Angebot,24900,test,coupe,2009,automatik,292,e_klasse,125000,6,benzin,mercedes_benz
Volkswagen_Golf_Plus_1.9_TDI,privat,Angebot,4300,test,limousine,2007,manuell,90,golf,150000,2,diesel,volkswagen
Smart_smart_fortwo_coupe,privat,Angebot,2250,control,kleinwagen,2006,,61,fortwo,80000,11,benzin,smart
Audi_A4_Avant_2.0_TDI_DPF_Ambiente,privat,Angebot,10550,test,kombi,2008,manuell,143,a4,125000,9,diesel,audi
Seat_Ibiza,privat,Angebot,200,test,kleinwagen,1995,manuell,60,ibiza,150000,10,benzin,seat
BMW_E30_316_318_320_325_GESUCHT,privat,Angebot,0,control,,1990,,0,3er,5000,0,,bmw
Audi_A6_2.0_TFSI,privat,Angebot,11500,control,limousine,2010,manuell,170,a6,150000,1,benzin,audi
OPEL_Vectra_B_Kombi_2.0_DTI_mit_AHK,privat,Angebot,890,control,kombi,2002,manuell,101,vectra,150000,4,diesel,opel
Audi_A5_Cabrio_3.0_TDI_DPF_quattro_S_tronic,privat,Angebot,20500,control,cabrio,2009,automatik,239,a5,150000,4,diesel,audi
Alfa_Romeo_147_1.6_Twin_Spark,privat,Angebot,2990,test,limousine,2006,manuell,105,147,150000,6,benzin,alfa_romeo
MERCEDES_BENZ_C_200_T_CDI_AVANTGARDE,privat,Angebot,9600,test,kombi,2008,manuell,136,c_klasse,150000,8,diesel,mercedes_benz
Opel_Corsa_City,privat,Angebot,1099,test,kleinwagen,1995,manuell,45,corsa,30000,10,benzin,opel
Opel_Astra_1.6,privat,Angebot,1700,control,limousine,2000,manuell,75,astra,100000,5,benzin,opel
Unfallwagen/Totalschaden,privat,Angebot,0,control,,2000,manuell,0,,150000,0,,audi
Expert_Kasten_geschlossen,privat,Angebot,4760,test,andere,2008,manuell,98,andere,150000,3,diesel,peugeot
Ford_Galaxy_2.0_TDCI_Trend_EZ_04.12_Anhaengerkupplung,privat,Angebot,16500,test,bus,2012,manuell,140,galaxy,80000,4,diesel,ford
Audi_TT_Coupe_1.8_T,privat,Angebot,5300,control,coupe,1999,manuell,179,tt,125000,3,benzin,audi
Citroen_C3__TÜV_neu_Benzin__109_PS_1_6i_2003_Automatik,privat,Angebot,3555,control,kleinwagen,2003,automatik,109,c3,100000,2,benzin,citroen
guenstig_Fiat_uno_zum_verkaufen_Tuev_bis_11.2016,privat,Angebot,350,test,kleinwagen,1989,manuell,45,andere,150000,2,benzin,fiat
Mercedes_Benz_Viano_2.2_CDI_kompakt_Function_DPF_Vollleder_AHK,privat,Angebot,19900,control,bus,2009,manuell,150,viano,90000,5,diesel,mercedes_benz
Mercedes_Benz_S_420_CDI_DPF_7G_TRONIC,privat,Angebot,15200,control,limousine,2007,automatik,320,s_klasse,150000,7,diesel,mercedes_benz
Mazda_121_mit_75_PS_TÜV_1/2018_115100_km,privat,Angebot,700,test,kleinwagen,1994,manuell,75,1_reihe,125000,3,benzin,mazda
BMW_318_mit_TÜV,privat,Angebot,550,control,limousine,1995,manuell,130,3er,150000,5,benzin,bmw
Volkswagen_Eos_2.0_TDI_DPF,privat,Angebot,8700,test,cabrio,2006,manuell,140,eos,150000,10,diesel,volkswagen
Fiat_Panda_0_9_TwinAir_Turbo__86_PS___Topausstattung_Klimaautom.,privat,Angebot,6990,control,kleinwagen,2012,manuell,86,panda,50000,2,benzin,fiat
Citroen_C4,privat,Angebot,5500,control,limousine,2006,manuell,90,c4,80000,5,benzin,citroen
Hyundai_Getz_1.1,privat,Angebot,1650,test,kleinwagen,2006,manuell,63,getz,150000,3,benzin,hyundai
Audi_A3_2.0_TDI__Pano,privat,Angebot,7900,control,limousine,2009,manuell,170,a3,150000,6,diesel,audi
PEUGEOT_206_CC_CABRIO_TÜV08/2016_KLIMA_1.HAND_ZV_EFHB,privat,Angebot,4290,test,cabrio,2006,manuell,109,2_reihe,90000,4,benzin,peugeot
Volkswagen_Golf_1.2_TSI_BlueM_Technology_Cup_Standhzg,privat,Angebot,14650,control,limousine,2014,manuell,86,golf,20000,12,benzin,volkswagen
BMW_318i_touring,privat,Angebot,3299,test,kombi,2002,manuell,143,3er,150000,9,benzin,bmw
Ford_Fiesta,privat,Angebot,6500,control,kleinwagen,2012,manuell,81,fiesta,40000,6,benzin,ford
Peugeot_206_110,privat,Angebot,600,control,kleinwagen,2002,manuell,148,2_reihe,150000,11,benzin,peugeot
Volkswagen_Golf_1.6_Goal,privat,Angebot,5800,test,limousine,2006,manuell,102,golf,125000,9,benzin,volkswagen
Opel_Astra_G_Caravan__Edition_100__Silber_Metallic.,privat,Angebot,1600,test,kombi,1999,manuell,75,astra,150000,3,benzin,opel
C_180_T_BlueEFFICIENCY_7G_TRONIC_Avantgarde,privat,Angebot,8000,control,kombi,2011,automatik,156,c_klasse,30000,8,benzin,mercedes_benz
Bastlerfahrzeug_Peugeot_206,privat,Angebot,700,test,kleinwagen,2000,manuell,0,2_reihe,150000,5,benzin,peugeot
Audi_A7_3.0_TDI_multitronic_V6,privat,Angebot,27500,test,coupe,2010,automatik,204,andere,100000,11,diesel,audi
Audi_A4_Avant_2.0_TDI_DPF,privat,Angebot,6500,test,kombi,2007,manuell,170,a4,150000,12,diesel,audi
Schoener_Peugeot_306_3_Hand,privat,Angebot,899,control,,2018,automatik,101,3_reihe,150000,6,,peugeot
Citroën_Xsara_Picasso_1.6_HDi_Exclusive,privat,Angebot,2790,test,bus,2004,manuell,109,andere,150000,5,diesel,citroen
VW_Fox_2.Hand_1.2__112820_Km_Original__Scheckheft_VW__TÜV_08/2016,privat,Angebot,2390,test,kleinwagen,2007,manuell,54,andere,125000,8,benzin,volkswagen
320i_mit_Lackschaeden,privat,Angebot,9900,control,limousine,2008,automatik,170,3er,125000,11,benzin,bmw
VW_Passat_Kombi_TDI_Mod._2010__Klima_Navi,privat,Angebot,6500,control,kombi,2009,manuell,140,passat,150000,11,diesel,volkswagen
Ford_Mondeo_1.8_Turnier_Ambiente,privat,Angebot,1450,test,kombi,2001,manuell,125,mondeo,150000,10,benzin,ford
Sharan_1.9tdi_2_hand_tempomat_pdc_dvd,privat,Angebot,3600,test,bus,2003,manuell,131,sharan,150000,12,diesel,volkswagen
Smart_Smart_Brabus_Cabrio_Servo_Klima,privat,Angebot,2295,test,cabrio,2000,automatik,54,fortwo,100000,5,benzin,smart
Bmw_530d_kombi,privat,Angebot,1699,test,kombi,1998,manuell,0,5er,150000,7,diesel,bmw
Mercedes_A_150,privat,Angebot,4400,test,,2017,manuell,95,a_klasse,125000,0,benzin,mercedes_benz
Volkswagen_Golf_2,privat,Angebot,950,test,limousine,1991,manuell,90,golf,150000,6,benzin,volkswagen
Volkswagen_Polo_45,privat,Angebot,500,control,kleinwagen,1996,manuell,45,polo,150000,1,benzin,volkswagen
Volkswagen_Passat_Variant_1.6,privat,Angebot,800,test,kombi,1998,manuell,101,passat,150000,3,benzin,volkswagen
Nissan_Terrano_II_2.4,privat,Angebot,1250,test,suv,1998,manuell,116,andere,125000,7,benzin,nissan
Mercedes_Benz_E_220_T_CDI_TÜV_neu,privat,Angebot,2700,control,,2018,automatik,0,e_klasse,150000,8,diesel,mercedes_benz
Toyota_Avensis_1.8_VVT_i_Combi_Hagelschaden,privat,Angebot,3250,control,kombi,2006,manuell,129,avensis,125000,4,benzin,toyota
Viano___Vito___chekheft___diesel___gepflegt,privat,Angebot,13500,control,bus,2007,automatik,204,viano,150000,6,diesel,mercedes_benz
BMW_323i,privat,Angebot,4999,control,limousine,1999,manuell,170,3er,150000,10,benzin,bmw
Volkswagen_Tiguan_Sport_&_Style_/_8_fach_bereift_/_Panorama,privat,Angebot,18300,control,suv,2013,manuell,122,tiguan,40000,1,benzin,volkswagen
Schrott_Volvo_abzugeben,privat,Angebot,0,test,,2000,,0,,150000,0,,volvo
VW_Golf_4_1_4l_2001_vollfahrbereit_mit_TÜV,privat,Angebot,1000,test,kleinwagen,2001,manuell,75,golf,150000,1,benzin,volkswagen
Tausch_Toyota_Verso_7_sitze_gegen_530d__oder_535d,privat,Angebot,0,control,,2005,manuell,136,,100000,10,,toyota
Mercedes_Benz_SL_280,privat,Angebot,36500,test,cabrio,1981,manuell,185,sl,150000,6,benzin,mercedes_benz
Opel_Corsa_C_1_2_in_Top_Zustand,privat,Angebot,2700,control,kleinwagen,2003,manuell,75,corsa,125000,2,benzin,opel
Skoda_Roomster_1.2_12V_HTP_Style,privat,Angebot,4990,test,bus,2007,manuell,69,roomster,60000,10,benzin,skoda
Fuer_Bastler_oder_zum_Ausrotten,privat,Angebot,150,control,,2016,manuell,50,polo,150000,0,,volkswagen
BMW_325_Ci_m__packet_lpg_prins,privat,Angebot,6800,test,cabrio,2001,manuell,192,3er,150000,3,lpg,bmw
Audi_S5_Exclusive___TipTronic_4.2L_V8_Quattro_Coupe_+,privat,Angebot,30900,control,coupe,2011,automatik,354,a5,60000,11,benzin,audi
Renault_Clio_1.2_16V_75_Dynamique,privat,Angebot,2999,control,kleinwagen,2009,manuell,75,clio,80000,8,benzin,renault
Fast_Jang_Timer_sucht_Übernehmer_!!,privat,Angebot,1500,test,limousine,1991,manuell,97,andere,150000,6,benzin,mercedes_benz
BMW_330_D__M_packet_2_TÜV_noch_15_Monate,privat,Angebot,4600,test,,2017,automatik,184,3er,150000,5,,bmw
Mercedes_Benz_SL_380,privat,Angebot,6500,control,cabrio,1981,automatik,204,sl,150000,3,benzin,mercedes_benz
Audi_Q5_3.0_TDI_quattro_S_tronic,privat,Angebot,28900,control,limousine,2010,automatik,239,q5,125000,10,diesel,audi
Peugeot_206_135_Sport_S16,privat,Angebot,1900,control,kleinwagen,2004,manuell,136,2_reihe,150000,6,benzin,peugeot
Volkswagen_Kaefer___Speedster___Dannert_Umbau,privat,Angebot,4900,control,cabrio,1973,manuell,44,kaefer,90000,4,benzin,volkswagen
Audi_A3_2.0_TDI_Sportback_DPF_Ambition,privat,Angebot,10490,control,kombi,2010,manuell,140,a3,150000,12,diesel,audi
Audi_A4_allroad_quattro_3.0_TDI_DPF_S_tronic,privat,Angebot,28499,test,kombi,2011,automatik,239,a4,90000,9,diesel,audi
Suzuki_Ignis_Compact_Special1_3,privat,Angebot,2100,control,kleinwagen,2004,manuell,83,andere,150000,2,benzin,suzuki
VW_Passat_3BG_mit_LPG_Anlage,privat,Angebot,3999,control,limousine,2003,manuell,102,passat,150000,4,lpg,volkswagen
Top_zustand,privat,Angebot,2600,control,,2005,,0,,125000,0,,chevrolet
Peugeot_206,privat,Angebot,1350,test,kleinwagen,2001,manuell,60,2_reihe,150000,11,benzin,peugeot
Mazda_626_1.9i_LX,privat,Angebot,600,control,limousine,1994,manuell,105,6_reihe,150000,4,benzin,mazda
"Sehr_Gepflegter_Golf_IV_PACIFIC_1._Hand_101_PS_""Gruene_Plakette""",privat,Angebot,4550,test,,2016,manuell,101,golf,150000,8,diesel,volkswagen
Opel_Corsa_1.3_CDTI,privat,Angebot,800,test,kleinwagen,2005,manuell,70,corsa,150000,12,diesel,opel
Opel_Insignia_Sportstourer,privat,Angebot,11500,test,kombi,2015,automatik,160,insignia,150000,5,diesel,opel
Mercedes_Benz_Vito_112_CDI_8_Sitze_Standheizung_Tempomat,privat,Angebot,5000,test,bus,2000,manuell,122,vito,150000,9,diesel,mercedes_benz
Opel_Corsa_1.3_CDTI_Style,privat,Angebot,2400,test,kleinwagen,2004,manuell,69,corsa,150000,10,diesel,opel
Hyundai_Santa_Fe,privat,Angebot,4800,test,suv,2004,manuell,145,santa,150000,11,benzin,hyundai
Volkswagen_Fox_1.2_Tuev_NEU_8_fach_bereit_Klima_elekt_FH,privat,Angebot,3250,control,kleinwagen,2011,manuell,60,fox,100000,6,benzin,volkswagen
VW_GOLF_2_zum_Wiederaufbau_oder_Schlachten,privat,Angebot,200,control,,1995,manuell,55,golf,150000,0,benzin,volkswagen
Audi_A3_2.0_TDI_Sportback_DPF_quattro_S_line_Spor...,privat,Angebot,11800,test,kombi,2006,manuell,170,a3,150000,7,diesel,audi
Touran_2.0_TDI_Highline,privat,Angebot,2800,control,kombi,2005,,0,touran,150000,11,diesel,volkswagen
Mercedes_Benz_E_220_T_CDI,privat,Angebot,3500,test,kombi,2000,automatik,143,e_klasse,150000,2,diesel,mercedes_benz
Trabant_zu_verkaufen,privat,Angebot,50,test,,1985,,0,,150000,11,,trabant
Mercedes_Benz_C_200_CDI_DPF_BlueEFFICIENCY_Elegance,privat,Angebot,9499,test,limousine,2008,manuell,136,c_klasse,150000,10,diesel,mercedes_benz
Volkswagen_Passat_Variant_1.8_5V,privat,Angebot,3500,control,kombi,1998,manuell,125,passat,150000,3,benzin,volkswagen
Volkswagen_Lupo,privat,Angebot,1999,test,kleinwagen,2002,manuell,60,lupo,100000,4,benzin,volkswagen
BMW_520i_touring_TÜV_Neu,privat,Angebot,1500,test,kombi,1998,manuell,150,5er,150000,4,benzin,bmw
Mercedes_Benz_C180,privat,Angebot,400,control,limousine,1995,automatik,85,c_klasse,125000,9,benzin,mercedes_benz
Volkswagen_Touran_1.6_TDI_DPF_Comfortline,privat,Angebot,12950,test,bus,2011,manuell,105,touran,100000,5,diesel,volkswagen
Getz_Schnaeppchen_2150€_TÜV_08/2017,privat,Angebot,2150,test,kleinwagen,2008,manuell,64,getz,100000,0,benzin,hyundai
Audi_TT_1_8T_Klima_Leder_Bose_kompl._repariert_bitte_lesen_!!!,privat,Angebot,4999,test,coupe,1999,manuell,180,tt,150000,1,benzin,audi
Mercedes_benz_c_200_vollausstattung_2_Hand,privat,Angebot,5200,control,kombi,2001,automatik,163,c_klasse,125000,3,benzin,mercedes_benz
Mini_cooper_s,privat,Angebot,8200,test,kleinwagen,2006,manuell,0,cooper,90000,4,benzin,mini
Saab_9_5_Troll_Hirsch_2.3t_Aero,privat,Angebot,0,control,limousine,1998,automatik,230,,150000,10,benzin,saab
Seat__leon_cupra_r_auch_tausch,privat,Angebot,9099,test,limousine,2004,manuell,280,leon,125000,8,benzin,seat
Mini_Cooper_Chili_Panorama_Teilleder_Flame_Spoke_Modell_2007,privat,Angebot,8200,control,kleinwagen,2006,manuell,122,cooper,90000,12,benzin,mini
BMW_328i,privat,Angebot,2000,test,coupe,1995,manuell,193,3er,150000,5,benzin,bmw
Volkswagen_Golf_III,privat,Angebot,750,test,kleinwagen,1997,manuell,75,golf,150000,1,benzin,volkswagen
Auto_shon_TÜV_mit_04_2017,privat,Angebot,2099,control,,2017,,184,andere,150000,0,,bmw
Opel_Corsa_SWING___JOY_Benziner_mit_Erdgas_Anlage,privat,Angebot,150,test,,2016,manuell,0,corsa,150000,5,,opel
Volkswagen_Lupo,privat,Angebot,1190,test,kleinwagen,2001,manuell,60,lupo,125000,11,benzin,volkswagen
Opel_Zafira_1.6_Comfort,privat,Angebot,1200,control,bus,2000,manuell,101,zafira,150000,3,benzin,opel
Mazda_626_2.0_Touring_Edition,privat,Angebot,3000,test,limousine,2002,manuell,116,6_reihe,90000,6,benzin,mazda
Fiat_Punto_mit_neuen_TÜV_bis_Maerz_2018,privat,Angebot,1150,control,kleinwagen,2001,manuell,60,punto,150000,7,benzin,fiat
BMW_530d_Aut.,privat,Angebot,13980,control,limousine,2006,automatik,231,5er,150000,6,diesel,bmw
Ford_C_Max_2.0Tdci_Ghia_Vollausstattung,privat,Angebot,6499,test,bus,2006,manuell,136,c_max,150000,1,diesel,ford
Peugeot_407___2.0_HDI,privat,Angebot,3499,test,limousine,2004,automatik,140,4_reihe,30000,10,,peugeot
E_280_T_CDI_Avantgarde_DPF___AHK__Klima__Airmatic__Volleder__Alu,privat,Angebot,8850,test,kombi,2005,automatik,190,e_klasse,150000,8,diesel,mercedes_benz
VW_Sharan_Family_1.9_TDI,privat,Angebot,4000,test,bus,2001,manuell,115,sharan,150000,0,diesel,volkswagen
Bmw_e39_523i_5er_tausch_e38_7er_tauschen,privat,Angebot,0,test,limousine,1996,manuell,170,5er,150000,0,benzin,bmw
A4_S_LINE__XENON_NAVI,privat,Angebot,3200,control,kleinwagen,2005,,0,a4,150000,0,diesel,audi
Ford_Tourneo_Connect_TDCi__DPF_gruene_Plakette_KLIMA___AHK,privat,Angebot,1990,test,bus,2003,manuell,90,andere,150000,10,diesel,ford
Polo_6n_Teilespender,privat,Angebot,150,test,kleinwagen,1996,manuell,0,polo,150000,0,,volkswagen
VW_Golf_VI_Trendline_2.0_TDI,privat,Angebot,7199,test,limousine,2009,manuell,140,golf,150000,2,diesel,volkswagen
Audi_A5_3.0_TDI_Sportback,privat,Angebot,16299,control,limousine,2010,automatik,239,a5,150000,6,diesel,audi
BMW_316ti_Compact,privat,Angebot,1999,control,coupe,2001,manuell,116,3er,150000,8,benzin,bmw
BMW_E36_316i_Compact_1_9,privat,Angebot,1500,control,,2018,manuell,0,3er,150000,0,benzin,bmw
Peugeot_206cc_Quiksilver_BJ_2005_95.000_km,privat,Angebot,3800,test,cabrio,2005,manuell,109,,100000,12,benzin,peugeot
Kia_Sportage_2.0_CRDi_2WD_EX,privat,Angebot,9990,test,suv,2010,manuell,150,sportage,100000,10,diesel,kia
Audi_A4_Avant_2.7_TDI_DPF_S_line_Sportpaket__plus_,privat,Angebot,13800,test,kombi,2008,manuell,190,a4,150000,10,diesel,audi
BMW_3er_Auto_grau_Matt,privat,Angebot,0,control,limousine,1997,manuell,0,3er,150000,0,benzin,bmw
Renault_Twingo_1.2_16V_Aut.,privat,Angebot,2150,test,kleinwagen,2003,automatik,75,twingo,150000,6,benzin,renault
Volkswagen_Caddy_TDI_9K9AN6,privat,Angebot,2500,control,bus,1998,manuell,90,caddy,150000,10,diesel,volkswagen
BMW_320d_DPF_Touring_/_Vollausstattung_/_TOP,privat,Angebot,15750,control,kombi,2011,manuell,184,3er,125000,4,diesel,bmw
Golf_3_Variant_101Ps_tiefer_mit_Anhaengerkupplung,privat,Angebot,990,control,kombi,1997,manuell,101,golf,150000,7,benzin,volkswagen
Golf_4_1_4_Maschine,privat,Angebot,700,control,kleinwagen,2001,manuell,75,golf,150000,1,benzin,volkswagen
Mercedes_Benz_C_180_T,privat,Angebot,750,test,kombi,1997,manuell,122,c_klasse,150000,7,benzin,mercedes_benz
Fiat_500_Panoramadach_101_PS,privat,Angebot,8500,test,,2017,manuell,0,500,60000,9,benzin,fiat
VW_Golf_VI_1.2_TSI,privat,Angebot,12000,control,,2016,manuell,105,golf,70000,6,,volkswagen
Audi_A8/S8_3.7_quattro_Automatikgetriebe_/_Zahnriemen,privat,Angebot,11800,test,limousine,2001,automatik,260,a8,150000,9,benzin,audi
